player_id,full_name,firstname,lastname,age,team_id,league_id
284059,L. Plange,Luke Elliot,Plange,22,52,39
284262,H. Griffiths,Harvey,Lawson Griffiths,21,39,39
288106,Marc Jurado,Marc,Jurado Gómez,20,33,39
331563,M. Burstow,Mason Paul James,Burstow,21,49,39
344707,C. Marshall,Callum,Marshall,20,48,39
168,D. Sánchez,Davinson,Sánchez Mina,28,47,39
299,Fabinho,Fábio Henrique,Tavares,31,40,39
548,H. Ziyech,Hakim,Ziyech,31,49,39
622,Aymeric Laporte,Aymeric Jean Louis Gérard Alph,Laporte,30,50,39
635,R. Mahrez,Riyad Karim,Mahrez,33,50,39
662,T. Ndombélé,Tanguy,Ndombélé Alvaro,28,47,39
905,Fred,Frederico,Rodrigues de Paula Santos,31,33,39
2109,S. Bastien,Samuel Christopher,Bastien Binda,28,44,39
2825,A. Mitrović,Aleksandar,Mitrović,30,36,39
3246,N. Pépé,Nicolas,Pépé,29,42,39
3247,W. Zaha,Dazet Wilfried,Armel Zaha,32,52,39
18781,D. Gray,Demarai Ramelle,Gray,28,45,39
18904,J. Shelvey,Jonjo,Shelvey,32,65,39
22173,A. Saint-Maximin,Allan Irénée,Saint-Maximin,27,34,39
153420,G. Wickens,George Alexander,Wickens,23,36,39
195962,Chiquinho,Francisco Jorge,Tavares Oliveira,24,39,39
284300,Álvaro Fernández,Álvaro,Fernández Carreras,21,33,39
303667,E. Beach,Edward James,Beach,21,49,39
335056,Diego Moreira,Diego Manuel Jadon,da Silva Moreira,20,49,39
382925,R. Trevitt,Ryan,Trevitt,21,55,39
159,H. Lloris,Hugo Hadrien Dominique,Lloris,38,47,39
17715,S. Alzate,Steven,Alzate,26,51,39
19356,E. Marcondes,Emiliano,Marcondes Camargo Hansen,29,35,39
48649,A. Zeqiri,Andi Avdi,Zeqiri,25,51,39
50828,Z. Steffen,Zackary Thomas,Steffen,29,50,39
69680,D. Costelloe,Dara James Morgan,Costelloe,22,44,39
84088,J. Panzo,Jonathan William,Panzo,24,65,39
129791,Fábio Silva,Fábio Daniel,Soares Silva,22,39,39
148270,O. Zych,Oliwier,Zych,20,66,39
158693,O. Beck,Owen Michael,Beck,22,40,39
270357,K. Phillips,Killian,Phillips,22,52,39
284297,O. Dodgson,Owen Joel,Dodgson,21,44,39
284493,T. Adaramola,Omotayo Daniel,Adaramola,21,52,39
328808,M. Ebiowei,Malcolm,Perewari Ebiowei,21,52,39
394710,C. McKenna,Callan,McKenna,18,35,39
